model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,pretrain,type,efficient,dataset,pen,conv_idx,best_test,energy_conv,time_conv,co2_conv,E_n,pepr_e,C_n,pepr_c,T_n,pepr_t,pepr_m,cnn,pepr_t`
hardcorenas_a,5260232,25.435111424,2.350907392,0.0822272,2.089581056,0.018172236396,1.035817474546,11.2712399959564,0,0.575797872340426,0.85634868144989,0.920664612676056,0.638962765957447,0.635970744680851,0.617021276595745,0.606050531914894,0.649601063829787,0.644281914893617,0.650265957446808,0.628656914893617,0.600398936170213,1,Other,1,derma_pt,0.5603327972048981,8,0.650265957446808,2.2715295495000003,1.40890499949455,0.12947718431825,0.005135182992303301,0.6469437827367222,0.0032679239965404915,0.6481478595034305,0.004938721628781335,0.6439810579850326,0.6272230919587157,False,0.647070257570404
efficientnet_b0,5288548,25.435111424,4.527751168,0.108824064,3.88640256,0.02168154435,1.27921111664,13.7132513523102,0,0.823084677419355,0.91103413105011,0.979880136986301,0.834173387096774,0.823588709677419,0.830645161290323,0.817540322580645,0.836189516129032,0.839717741935484,0.853326612903226,0.862399193548387,0.852822580645161,1,CNN,1,derma_pt,0.7857851867292561,9,0.862399193548387,2.4090604833333336,1.523694594701133,0.1421345685155555,0.005547673933177214,0.8576412793787607,0.003660276942583975,0.8592540856309311,0.0055015410128260965,0.8533640828913172,0.7571721733048057,True,0.8576806283953635
fbnetc_100,5572200,25.435111424,3.070230528,0.100230656,2.377075712,0.018474631402,1.08076593701,11.921498298645,0,0.808467741935484,0.826724338531494,0.969178082191781,0.824092741935484,0.825604838709677,0.815020161290323,0.842741935483871,0.84375,0.830141129032258,0.830141129032258,0.84375,0.852822580645161,1,CNN,1,derma_pt,0.7950287242762636,10,0.852822580645161,1.8474631402,1.1921498298645,0.108076593701,0.0038632978440706818,0.8495405524603902,0.0026045495864047835,0.8506071321908204,0.0038759597047571775,0.845890013661189,0.7966425302502825,True,0.8495298372280762
mobilevit_s,5578632,25.435111424,6.744440832,0.122594304,6.263985152,0.036835799683,2.154894281432,23.129732131958,0,0.775201612903226,1.75543987751007,0.976018190928246,0.823084677419355,0.800907258064516,0.845262096774193,0.83820564516129,0.839213709677419,0.872479838709677,0.839717741935484,0.836189516129032,0.836189516129032,1,Other,1,derma_pt,0.7303337445644055,7,0.872479838709677,5.262257097571428,3.304247447422572,0.3078420402045714,0.014105150590258483,0.8603445492825388,0.008796868649458375,0.8648716761757224,0.014231684698970492,0.8525022318456253,0.7018689329228548,False,0.860237213914919
tinynet_a,6187972,25.435111424,4.81296384,0.122365952,4.244470784,0.023763672367,1.342647488743,15.1030969619751,0,0.817036290322581,1.00863809585571,0.97787781692531,0.810483870967742,0.815020161290323,0.829637096774193,0.831149193548387,0.830141129032258,0.835181451612903,0.856350806451613,0.852822580645161,0.854838709677419,1,CNN,1,derma_pt,0.7817416544037297,8,0.856350806451613,2.970459045875,1.887887120246888,0.167830936092875,0.0072314538277331916,0.8502026055652495,0.0044568116265610806,0.852551146589256,0.007287195997779059,0.8451815317518426,0.7431221998207886,True,0.8501555562843678
ese_vovnet19b_dw,6543080,25.435111424,3.839885312,0.133867008,3.329199616,0.020419759188,1.153716394135,12.8917181491852,0,0.836189516129032,0.967909288406372,0.986301369863014,0.845262096774193,0.818548387096774,0.830645161290323,0.846270161290323,0.870967741935484,0.852318548387097,0.86491935483871,0.859879032258064,0.863407258064516,1,CNN,1,derma_pt,0.7991938361634837,6,0.870967741935484,3.403293198,2.148619691530867,0.1922860656891666,0.008529635710717916,0.863601535438973,0.005214870479275907,0.8664493209498739,0.008565581420311151,0.8580148181805696,0.7870181099920762,True,0.86357075631011
densenet121,7978856,25.435111424,6.25999872,0.154098176,5.689198592,0.040154341279,2.168334429053,25.2514414787292,0,0.802923387096774,1.88781154155731,0.972878921521853,0.796875,0.808467741935484,0.817036290322581,0.804939516129032,0.827620967741935,0.841733870967742,0.827116935483871,0.836189516129032,0.813004032258064,1,CNN,0,derma_pt,0.7020763538073311,7,0.841733870967742,5.736334468428572,3.6073487826756,0.3097620612932857,0.015527031583147508,0.8288640723384073,0.008856385364672174,0.8343445937188372,0.015717806385376357,0.8207066158230046,0.6897598056445104,True,0.8287083928982312
densenetblur121d,7998088,25.435111424,6.83671552,0.154417152,6.432128,0.043679905148,2.336874925429,27.716952085495,0,0.781754032258065,2.06000480651855,0.978025114155251,0.815020161290323,0.780745967741936,0.829637096774193,0.814516129032258,0.842741935483871,0.820564516129032,0.830645161290323,0.842741935483871,0.852318548387097,1,CNN,0,derma_pt,0.7273137812563789,10,0.852318548387097,4.3679905148,2.7716952085495,0.2336874925429,0.01142301316969454,0.8426924613036233,0.006498229785057595,0.8468157450898981,0.011620553241325876,0.8359409678438723,0.683268079097844,True,0.8425279079751686
crossvit_9_240,8553296,25.435111424,2.344615936,0.172932096,1.929966592,0.023208169962,1.241637092978,14.4138154983521,0,0.644153225806452,1.21421144008636,0.890406355738095,0.736895161290323,0.752016129032258,0.75554435483871,0.766633064516129,0.767641129032258,0.782258064516129,0.773185483870968,0.759072580645161,0.770161290322581,1,Other,1,derma_pt,0.7057156263796772,7,0.782258064516129,3.315452851714286,2.0591164997645857,0.1773767275682857,0.008266179729752979,0.7758447920228752,0.0047527115810312515,0.7785578038253858,0.00812674259376697,0.7711149645100408,0.7547530294623451,False,0.7759521015219674
fbnetv3_b,8598464,25.435111424,4.034920448,0.149295616,3.768149504,0.023994312866,1.283695738356,15.2521965503693,0,0.740927419354839,1.10524914264679,0.69016515664314,0.790826612903226,0.780745967741936,0.777217741935484,0.793850806451613,0.683971774193548,0.741935483870968,0.675907258064516,0.67741935483871,0.60383064516129,1,CNN,1,derma_pt,0.5517393288701498,5,0.793850806451613,4.7988625732,3.05043931007386,0.2567391476712,0.012715310224705302,0.7838834847628305,0.007212783808209728,0.788165935950606,0.012987250137884435,0.7770639780679773,0.7114456031338359,True,0.7836730485438554
resnet14t,10081632,25.435111424,2.512388096,0.173164032,2.127376384,0.018551189416,0.983213039038,11.6104159355164,0,0.798891129032258,0.870490217208862,0.985730593607306,0.790322580645161,0.758064516129032,0.789314516129032,0.807963709677419,0.844254032258064,0.846774193548387,0.815020161290323,0.819556451612903,0.814012096774193,1,CNN,0,derma_pt,0.7586352942868944,7,0.846774193548387,2.6501699165714285,1.6586308479309142,0.1404590055768571,0.006270823658100067,0.8414973122942246,0.003608337928564036,0.8437297315565543,0.0061631405139953264,0.8370963674120936,0.8108364035741558,True,0.8415873723179872
seresnext26ts,10388064,25.435111424,4.829741056,0.17604352,4.012693504,0.030692617803,1.626708743564,19.324321269989,0,0.820060483870968,1.82805914878845,0.992865296803653,0.824092741935484,0.817540322580645,0.763608870967742,0.8125,0.790826612903226,0.850806451612903,0.838709677419355,0.852318548387097,0.84375,1,Other,0,derma_pt,0.752831028537156,9,0.852318548387097,3.410290867,2.147146807776556,0.1807454159515555,0.008550623534978836,0.8450924807321153,0.004857134010727249,0.8481987334708997,0.00855835979429288,0.8396517631060059,0.7391177162430983,False,0.8450859983560467
gcresnext26ts,10476600,25.435111424,4.716494848,0.177501696,4.017281024,0.031087040958,1.663156691269,19.5462837219238,0,0.781754032258065,1.85363683700562,0.980579798080061,0.826108870967742,0.816532258064516,0.841733870967742,0.828629032258064,0.841229838709677,0.838709677419355,0.841733870967742,0.837197580645161,0.823588709677419,1,Other,0,derma_pt,0.7338260739773529,4,0.841733870967742,7.7717602395,4.88657093048095,0.41578917281725,0.02163180138283292,0.8239111877962397,0.01214300832866217,0.8316353163943557,0.021989899426461783,0.8133870658240728,0.7333210907787442,False,0.8236224951343658
eca_botnext26ts_256,10593301,25.435111424,4.815060992,0.179846656,4.044297728,0.037880421656,2.026602558586,23.5647361278534,0,0.820060483870968,1.94070632457733,0.982591324200913,0.834677419354839,0.815020161290323,0.784274193548387,0.842741935483871,0.848790322580645,0.826108870967742,0.853326612903226,0.852318548387097,0.842741935483871,1,Other,0,derma_pt,0.7334236554667758,8,0.853326612903226,4.735052707,2.945592015981675,0.25332531982325,0.012523927886112491,0.842771799659837,0.00710696214770316,0.8473048494108975,0.012473178375774597,0.8359010581559123,0.7404345868563759,False,0.8428140430071895
bat_resnext26ts,10731200,25.435111424,5.226102784,0.182175232,4.521063424,0.036687131997,1.944417995856,22.7344083786011,0,0.81804435483871,2.09345095157623,0.990439497716895,0.819556451612903,0.831653225806452,0.843245967741935,0.835685483870968,0.855342741935484,0.817036290322581,0.852822580645161,0.863407258064516,0.848790322580645,1,Other,0,derma_pt,0.7417183383401647,9,0.863407258064516,4.076347999666667,2.526045375400122,0.216046443984,0.010548301625803124,0.8543948435472487,0.00595139346678782,0.8582991819206839,0.010416119272070947,0.8482911665605841,0.7368390258997252,False,0.8545066152413882
lambda_resnet26rpt_256,10988688,25.435111424,6.757023744,0.188609024,5.973276672,0.034367858566,1.821496503992,21.4754636287689,0,0.776713709677419,1.75169498920441,0.978881278538813,0.780745967741936,0.787298387096774,0.767641129032258,0.807963709677419,0.845766129032258,0.846774193548387,0.842237903225806,0.837197580645161,0.823588709677419,1,Other,0,derma_pt,0.7254813083939614,7,0.846774193548387,4.909694080857142,3.067923375538414,0.2602137862845714,0.013047722661658366,0.8358680194488686,0.00732049047770333,0.8406204396247512,0.013072975424550439,0.8287659092118043,0.6808662696679159,False,0.8358471838551687
resnet18d,11708744,25.435111424,1.728053248,0.199392256,1.464306688,0.020417613515,1.122968743314,12.5149028301239,0,0.658909574468085,1.0893670797348,0.979093309859155,0.672872340425532,0.650265957446808,0.654255319148936,0.668218085106383,0.656582446808511,0.684840425531915,0.671542553191489,0.678523936170213,0.668882978723404,1,CNN,0,derma_pt,0.6191415769732301,7,0.684840425531915,2.9168019307142856,1.7878432614462714,0.1604241061877143,0.007070522222745727,0.6800322424494923,0.004227215093120038,0.6819576438868082,0.006796675729924721,0.6763899912007016,0.6797521595879884,True,0.6802172097314562
halonet26t,12480288,25.435111424,3.745513472,0.20950784,3.038918656,0.028246463532,1.497062567206,17.5580914020538,0,0.727318548387097,1.37558934688568,0.915943990015004,0.766129032258065,0.776209677419355,0.761088709677419,0.790322580645161,0.725806451612903,0.780745967741936,0.766633064516129,0.801915322580645,0.781754032258065,1,Other,0,derma_pt,0.703557620438193,9,0.801915322580645,3.138495948,1.9508990446726449,0.1663402852451111,0.007735440079604911,0.7957597705577356,0.00441060450805022,0.7983939227457825,0.0075961467561553335,0.7911010816588102,0.7275351863248404,False,0.7958697789410201
botnet26t_256,12488672,25.435111424,3.81681664,0.211342848,3.050554368,0.027223011311,1.442819599473,17.0697929859161,0,0.774193548387097,1.3529803276062,0.971461187214612,0.829637096774193,0.806451612903226,0.842237903225806,0.804939516129032,0.828629032258064,0.831149193548387,0.832661290322581,0.83366935483871,0.83820564516129,1,Other,0,derma_pt,0.7571065111430745,4,0.842237903225806,6.805752827749999,4.267448246479025,0.36070489986825,0.018734494609312303,0.8267491752586692,0.010435508861528641,0.8335394944450902,0.018954308552297617,0.817402404449537,0.7618032455636178,False,0.8265708247727365
dpn68,12611602,25.435111424,4.496293888,0.22129664,4.234037248,0.042639517645,2.259894435192,26.8967339992523,0,0.725302419354839,1.84841840267181,0.95718257448989,0.749495967741936,0.779233870967742,0.761592741935484,0.752520161290323,0.760584677419355,0.790322580645161,0.782762096774194,0.776209677419355,0.78125,1,CNN,0,derma_pt,0.6690055058239874,7,0.790322580645161,6.091359663571429,3.842390571321757,0.3228420621702857,0.016591844223450603,0.7774236879195789,0.009261838560873233,0.7830699135242228,0.016870228558070126,0.7693076273765643,0.6947913378898882,True,0.7772108558688403
dpn68b,12611602,25.435111424,4.628414464,0.220248064,4.265887744,0.041638116767,2.186001130283,26.2539176940918,0,0.80695564516129,1.88767223358154,0.983019406392694,0.82258064516129,0.786290322580645,0.840725806451613,0.841229838709677,0.852318548387097,0.872983870967742,0.85383064516129,0.852318548387097,0.856350806451613,1,CNN,0,derma_pt,0.7357990902809997,7,0.872983870967742,5.948302395285714,3.750559670584543,0.3122858757547143,0.016162778372232452,0.8590984530708304,0.008934618435879687,0.8652531640961058,0.01641997685279858,0.850319321491097,0.763297041158757,True,0.8588810637811485
gc_efficientnetv2_rw_t,13677713,25.435111424,6.088032256,0.245718528,5.555784192,0.036697176234,1.908253164157,22.9202487468719,0,0.840725806451613,1.60057165622711,0.984018264840183,0.803931451612903,0.83366935483871,0.850302419354839,0.842741935483871,0.851310483870968,0.850806451612903,0.825604838709677,0.875,0.846774193548387,1,Other,1,derma_pt,0.7399309824175465,9,0.875,4.077464026,2.5466943052079887,0.2120281293507777,0.010551648878231693,0.8658637101540514,0.005826833955920635,0.8699310561825258,0.010517362054003682,0.8595551348354251,0.7217967988300292,False,0.8658930888841457
sehalonet33ts,13691712,25.435111424,5.637144576,0.243127296,4.795500032,0.03766964302,1.958821437039,23.4673907756805,0,0.73991935483871,1.86933417320251,0.94347473856521,0.787298387096774,0.793346774193548,0.775201612903226,0.783770161290323,0.774697580645161,0.783266129032258,0.765120967741936,0.813508064516129,0.790826612903226,1,Other,0,derma_pt,0.6887397772315085,9,0.813508064516129,4.185515891111111,2.6074878639645,0.2176468263376666,0.010875724446255362,0.8047557625956031,0.006001002036889593,0.8086553222799852,0.010815436049574897,0.7988044255454332,0.6830023467321804,False,0.8048037609075758
sebotnet33ts_256,13701984,25.435111424,6.786383872,0.24574464,5.310598656,0.039873085081,2.053463881664,24.9957239627838,0,0.726310483870968,2.06680181026459,0.823179039508785,0.750504032258065,0.764616935483871,0.788306451612903,0.784778225806452,0.796370967741936,0.71875,0.784274193548387,0.779233870967742,0.735383064516129,1,Other,0,derma_pt,0.6356536128510059,6,0.796370967741936,6.645514180166667,4.1659539937973,0.3422439802773333,0.018253897345382488,0.7820946915284079,0.009863258223066553,0.7885928726065478,0.01845667692744861,0.7734376329265065,0.6396293359294262,False,0.7819389727450006
densenet169,14149480,25.435111424,7.537164288,0.243029504,6.892307456,0.048852029744,2.515879531817,30.8476948738098,0,0.725302419354839,2.33236474990845,0.956759095464123,0.761592741935484,0.768145161290323,0.796370967741936,0.778729838709677,0.809475806451613,0.804939516129032,0.775201612903226,0.755040322580645,0.79133064516129,1,CNN,0,derma_pt,0.6637437350654837,6,0.809475806451613,8.142004957333333,5.1412824789683,0.4193132553028333,0.022742261319051667,0.7914758557132618,0.012252247656770202,0.7996779541121714,0.02323876345957161,0.7808287341087282,0.6322492393955864,True,0.7910918109814118
maxvit_nano_rw_256,15451148,25.435111424,9.313452032,0.28503552,8.43572736,0.061429731881,3.132916325913,38.655298948288,0,0.582157258064516,3.3161167383194,0.814888974847315,0.643649193548387,0.718245967741936,0.736895161290323,0.745463709677419,0.734879032258065,0.762600806451613,0.760584677419355,0.757560483870968,0.766633064516129,1,Other,0,derma_pt,0.6173990979548191,10,0.766633064516129,6.1429731881,3.8655298948288,0.3132916325913,0.016746646570102372,0.7540059926455548,0.008965794834706373,0.7598206682930441,0.016983681870454483,0.7461267722978974,0.5621569770354078,False,0.7538302513429949
gcresnext50ts,15667320,25.435111424,6.828326912,0.260716032,6.073332736,0.046422512776,2.367548151599,28.9330103397369,0,0.827116935483871,2.75699489116669,0.991295662100457,0.843245967741935,0.837197580645161,0.828125,0.846270161290323,0.850302419354839,0.817540322580645,0.852318548387097,0.835685483870968,0.86491935483871,1,Other,0,derma_pt,0.7313317548076995,10,0.86491935483871,4.6422512776,2.8933010339736898,0.2367548151599,0.01224559233017102,0.854456034575247,0.006593310494190367,0.8592540262502587,0.012216792958334409,0.8475703026975497,0.6935886746447691,False,0.8544803453723302
dla34,15742104,25.435111424,2.95698432,0.275754496,2.290753024,0.026196202847,1.336006345194,16.5860049724579,0,0.756552419354839,1.26055567264557,0.963470319634703,0.821068548387097,0.773185483870968,0.716733870967742,0.589717741935484,0.780745967741936,0.797883064516129,0.765625,0.80241935483871,0.787298387096774,1,CNN,0,derma_pt,0.7137293651914943,2,0.821068548387097,13.0981014235,8.29300248622895,0.668003172597,0.03760688004452623,0.7913098536430897,0.019961124955639595,0.8049998458743289,0.038691811359737566,0.7750117251529131,0.7708098910563288,True,0.7904833170026122
ecaresnet26t,16011916,25.435111424,3.854565376,0.268383744,3.391280128,0.0286473681,1.461015773114,17.8382904529572,0,0.829133064516129,1.34893755912781,0.993864155251142,0.828125,0.818548387096774,0.849798387096774,0.870463709677419,0.846774193548387,0.850302419354839,0.845262096774193,0.878528225806452,0.857862903225806,1,Other,1,derma_pt,0.7709590359121907,9,0.878528225806452,3.1830409,1.9820322725508,0.1623350859015555,0.007869041943923889,0.87166902568214,0.004286451544259329,0.8747785300255391,0.007748794599421737,0.8664888127691314,0.7933556058536785,False,0.871773035616148
resnet26d,16014408,25.435111424,3.374317568,0.268406272,2.95417088,0.025202761108,1.297942197042,15.939840555191,0,0.754032258064516,1.23740217685699,0.977026255707763,0.790322580645161,0.778729838709677,0.784274193548387,0.807963709677419,0.781754032258065,0.823084677419355,0.815020161290323,0.839717741935484,0.832661290322581,1,CNN,0,derma_pt,0.7575378400153044,9,0.839717741935484,2.8003067897777774,1.7710933950212222,0.1442157996713333,0.00672112308065619,0.8341115753743927,0.0037247908391867765,0.8366015760489675,0.006714550259517646,0.8294552349272429,0.7740742903460114,True,0.8341170212738218
maxxvit_rmlp_nano_rw_256,16779628,25.435111424,6.67942912,0.306484224,5.66371328,0.064081181951,3.300180870495,40.6238567829132,0,0.658266129032258,3.19593751430511,0.722708609550511,0.682459677419355,0.698084677419355,0.695060483870968,0.710181451612903,0.709173387096774,0.707661290322581,0.711693548387097,0.722782258064516,0.734879032258065,1,Other,0,derma_pt,0.5868952344630387,10,0.734879032258065,6.4081181951,4.06238567829132,0.3300180870495,0.017541885214653354,0.7222101054867536,0.009484280611959935,0.7279747157752408,0.0179488760641846,0.7142348286363441,0.5926312005175642,False,0.7219213553232793
seresnext26t_32x4d,16806976,25.435111424,4.75004928,0.279545344,4.122551296,0.035704256209,1.838769194764,22.1186165809631,0,0.795866935483871,1.60839776992798,0.978876675372799,0.796875,0.827620967741935,0.827116935483871,0.836189516129032,0.842237903225806,0.825604838709677,0.827116935483871,0.841733870967742,0.85383064516129,1,Other,0,derma_pt,0.7486529599793991,10,0.85383064516129,3.5704256209,2.2118616580963097,0.1838769194764,0.009030909194806255,0.8461887910278546,0.004954204196349002,0.8496214470231398,0.008875660087319994,0.8407546660790561,0.7428399777482928,False,0.8463190053444142
seresnext26d_32x4d,16809512,25.435111424,4.783603712,0.280632832,4.156134912,0.035601416342,1.869074357949,22.2155163288116,0,0.741431451612903,1.61574602127075,0.969886949345401,0.816532258064516,0.783266129032258,0.768649193548387,0.799395161290323,0.828629032258064,0.827116935483871,0.755040322580645,0.805947580645161,0.857862903225806,1,Other,0,derma_pt,0.7524554883644238,10,0.857862903225806,3.5601416342,2.22155163288116,0.1869074357949,0.009000064851416871,0.8502109495425385,0.005048143985728979,0.8535540395346345,0.008923170540074915,0.8446670243139324,0.7453262071240466,False,0.8502757477227859
dla60x,17352344,25.435111424,6.824132608,0.290201088,5.580062208,0.050317219727,2.616495425812,31.6223018169403,0,0.782258064516129,2.14118413925171,0.953753314061796,0.795866935483871,0.779737903225807,0.754032258064516,0.779737903225807,0.761088709677419,0.79133064516129,0.819556451612903,0.808467741935484,0.75,1,CNN,0,derma_pt,0.6260494765831578,8,0.819556451612903,6.289652465875,3.9527877271175376,0.3270619282265,0.017186575767190772,0.8057090716074093,0.009392645752411041,0.8119302781347271,0.01741151158214086,0.7971461153828956,0.6573154793605975,True,0.8055309403158212
resnet32ts,17963616,25.435111424,4.90733568,0.31247616,4.286032896,0.030522868545,1.602450598634,19.3393585681915,0,0.747479838709677,1.46725082397461,0.985587899543379,0.787802419354839,0.814012096774193,0.822076612903226,0.801915322580645,0.798387096774194,0.829637096774193,0.800403225806452,0.82258064516129,0.835685483870968,1,CNN,0,derma_pt,0.7460801423743342,10,0.835685483870968,3.0522868545,1.93393585681915,0.1602450598634,0.007476876648829431,0.8294835377767764,0.004221665024343749,0.8321723310467611,0.007512975359636704,0.8245153841280355,0.7224107890797733,True,0.8294538177760598
edgenext_base,18511292,25.435111424,4.78150656,0.336878592,4.333129728,0.050626085939,2.657869511812,32.6384496688843,0,0.756048387096774,2.24207892417908,0.986872146118721,0.783266129032258,0.793850806451613,0.860383064516129,0.845262096774193,0.871471774193548,0.866431451612903,0.827620967741935,0.860383064516129,0.865927419354839,1,Other,1,derma_pt,0.7220853401486272,6,0.871471774193548,8.437680989833334,5.439741611480716,0.4429782519686667,0.02362907042766714,0.8513550458560653,0.012985814009439305,0.8603000773961752,0.024702124183345105,0.8388882013559683,0.7572146275898239,False,0.8504635187402224
eca_resnet33ts,19676302,25.435111424,5.070913536,0.349088768,4.507156992,0.032989982083,1.731974059366,20.4609863758087,0,0.807963709677419,1.53659362792969,0.989440639269406,0.813004032258064,0.823084677419355,0.8125,0.825604838709677,0.835685483870968,0.834677419354839,0.853326612903226,0.840725806451613,0.847278225806452,1,Other,1,derma_pt,0.7499304288834793,8,0.853326612903226,4.123747760374999,2.557623296976088,0.21649675742075,0.010690465801867489,0.8443006457236231,0.005965352259599802,0.8482664049874913,0.010570947471776802,0.8381993842702888,0.7327941386117275,False,0.8444004995770549
