model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,pretrain,type,efficient,dataset,pen,conv_idx,best_test,energy_conv,time_conv,co2_conv,E_n,pepr_e,C_n,pepr_c,T_n,pepr_t,pepr_m,cnn,pepr_t`
hrnet_w18,21299004,25.435111424,6.48019968,0.32826624,5.675516928,0.089850616964,9.524165398224,56.2628033161163,0,0.68251329787234,4.39450778961182,0.948833626760563,0.679853723404255,0.656582446808511,0.683843085106383,0.688829787234043,0.663896276595745,0.658909574468085,0.653590425531915,0.646609042553192,0.65625,0,CNN,0,lidc,0.5171256492944698,5,0.688829787234043,17.970123392799998,11.25256066322326,1.9048330796448,0.053380753691909553,0.6539228904836345,0.05835527273345829,0.6508492988889956,0.05441432364837133,0.6373450164855021,0.5597189939805712,True,0.653281894777973
cspresnet50,21616168,25.435111424,4.227858432,0.35186944,4.118751744,0.036341419852,3.797678374482,22.3924548625946,0,0.672539893617021,2.08926012516022,0.976452464788732,0.681515957446808,0.683178191489362,0.674867021276596,0.685172872340426,0.665890957446808,0.664893617021277,0.66655585106383,0.650265957446808,0.658244680851064,0,Other,1,lidc,0.5936471006371699,5,0.685172872340426,7.268283970400001,4.47849097251892,0.7595356748964,0.02132249419594866,0.6708682871807681,0.022855474428753457,0.6698628393450041,0.021243210377385142,0.6639876257896422,0.6091025455627656,False,0.6709203697787431
gluon_resnet34_v1b,21797672,25.435111424,2.246049792,0.363771904,1.643186688,0.028412708267,2.954921659723,17.8882837295532,0,0.648936170212766,1.62333319187164,0.970620598591549,0.675531914893617,0.694481382978723,0.676529255319149,0.666223404255319,0.679521276595745,0.649268617021277,0.667885638297872,0.677859042553192,0.658577127659574,0,CNN,0,lidc,0.6069419368604364,3,0.694481382978723,9.470902755666666,5.9627612431844,0.9849738865743332,0.027920623900731828,0.6756177148614058,0.029843188721617054,0.6743564365763381,0.02851135191135314,0.6660957835560156,0.6730688699296463,True,0.6752296721743718
resnet34d,21816904,25.435111424,2.308964352,0.362738688,1.99264768,0.031683587628,3.263409525681,20.1814970970154,0,0.658909574468085,1.80208966732025,0.988226232394366,0.685505319148936,0.67719414893617,0.660239361702128,0.650598404255319,0.649933510638298,0.672539893617021,0.681183510638298,0.676529255319149,0.686835106382979,0,CNN,0,lidc,0.62732221793713,10,0.686835106382979,3.1683587628,2.01814970970154,0.3263409525681,0.00904082363152562,0.6806811878146494,0.00942811031742415,0.6804200312660178,0.009195466193975238,0.6772486089008649,0.6637575514093266,True,0.6805768846477991
cs3sedarknet_l,21913592,25.435111424,4.741660672,0.356184064,4.043121664,0.039600255616,4.118426584114,24.4359905719757,0,0.680851063829787,2.14134681224823,0.977772887323944,0.696808510638298,0.674867021276596,0.65625,0.65625,0.654920212765957,0.669880319148936,0.663896276595745,0.689162234042553,0.680518617021277,0,Other,1,lidc,0.6083813196267746,2,0.696808510638298,19.800127808,12.21799528598785,2.059213292057,0.0588626857323437,0.6580725905515904,0.06314046335743823,0.6554246918960737,0.05914184236159058,0.6405988207584706,0.6064372371430343,False,0.6578991432201465
dla60,22036632,25.435111424,5.37919488,0.340859392,4.40462592,0.048057902732,4.973992932711,29.6933217048645,0,0.563829787234043,2.64544396400452,0.684198943661972,0.606382978723404,0.627327127659574,0.610039893617021,0.638297872340426,0.561170212765957,0.671875,0.607047872340426,0.63530585106383,0.655252659574468,0,CNN,0,lidc,0.5728250303974854,7,0.671875,6.865414676,4.241903100694929,0.7105704189587143,0.020115665362785935,0.6586262938733126,0.02133774051743987,0.6578382187851084,0.0200846921670419,0.6521797344692295,0.5698869569757727,True,0.6586462919786453
lamhalobotnet50ts_256,22569824,25.435111424,7.033847808,0.347400704,6.441659392,0.066416001248,6.973680131007,41.0022904872894,0,0.68251329787234,3.3799506187439,0.96643926056338,0.690492021276596,0.669547872340426,0.673204787234043,0.677859042553192,0.685505319148936,0.677526595744681,0.681515957446808,0.683510638297872,0.672872340425532,0,Other,0,lidc,0.5612577257966714,2,0.690492021276596,33.208000624,20.5011452436447,3.4868400655035,0.099027095705127,0.6282757030968212,0.10739138220316878,0.6235302462828036,0.0997025862026288,0.6017321260978694,0.5494604194702782,False,0.6278897857837423
halo2botnet50ts_256,22635360,25.435111424,7.079985152,0.351506944,6.554755072,0.068201442931,7.195252229194,42.1315543651581,0,0.668218085106383,4.07513821125031,0.900088028169014,0.677526595744681,0.68218085106383,0.685505319148936,0.671542553191489,0.672539893617021,0.637632978723404,0.654587765957447,0.663563829787234,0.569481382978723,0,Other,0,lidc,0.472908224062558,4,0.685505319148936,17.05036073275,10.532888591289526,1.7988130572985,0.050625527336255124,0.6524735039390857,0.05506906131452927,0.649725543363818,0.050890249508886494,0.6373309223058448,0.5445532826319651,False,0.6523091440512402
halonet50ts,22733280,25.435111424,7.262437376,0.354386432,6.514756608,0.061392873043,6.722519598198,37.7137384414673,0,0.65093085106383,3.51729707717895,0.806778169014084,0.673204787234043,0.675531914893617,0.667220744680851,0.661901595744681,0.663896276595745,0.657912234042553,0.681515957446808,0.677859042553192,0.68251329787234,0,Other,0,lidc,0.5765323814821511,10,0.68251329787234,6.1392873043,3.77137384414673,0.6722519598198,0.017940489788729502,0.6704844779423144,0.020150016206585113,0.6690322864574929,0.017780615005318696,0.6646965495433576,0.5385108418789142,False,0.6705897988327999
adv_inception_v3,23834568,25.435111424,3.007315968,0.373316608,2.597266432,0.03590476632,3.967476678356,21.8316798210144,0,0.698803191489362,1.79518630504608,0.97150088028169,0.621010638297872,0.653922872340426,0.668218085106383,0.673537234042553,0.625997340425532,0.680518617021277,0.65625,0.665226063829787,0.672207446808511,0,CNN,0,lidc,0.6069552978652928,1,0.698803191489362,35.90476632,21.8316798210144,3.967476678356,0.10710548401482427,0.6311983831524449,0.12228926177870886,0.6226587166857798,0.10621791822489281,0.6039227348217266,0.6545759574860681,True,0.6317048205209926
gluon_inception_v3,23834568,25.435111424,3.007315968,0.373316608,2.597266432,0.035614195311,3.970982777147,21.7729771137238,0,0.703125,1.80390517711639,0.963578345070422,0.65625,0.670545212765957,0.680518617021277,0.687832446808511,0.651928191489362,0.669547872340426,0.674534574468085,0.670877659574468,0.668218085106383,0,CNN,0,lidc,0.6038275454900245,1,0.703125,35.614195311,21.7729771137238,3.970982777147,0.1062350541344219,0.6356018075653578,0.1223979373064808,0.6264489417072098,0.10593046411801788,0.6078802473187231,0.6586242388596734,True,0.6357768619392755
res2next50,24671464,25.435111424,6.07125504,0.379567616,5.469948928,0.066248528293,7.38671090471,41.2031807899475,0,0.667885638297872,3.36902985572815,0.964018485915493,0.670545212765957,0.637965425531915,0.625332446808511,0.678191489361702,0.665558510638298,0.654255319148936,0.678523936170213,0.6875,0.65625,0,CNN,0,lidc,0.5476217190518147,9,0.6875,7.360947588111112,4.578131198883056,0.8207456560788889,0.021600075851322738,0.6729639281076701,0.02475274755379864,0.6708935415310089,0.021731126413974927,0.6657789763061867,0.567494918699187,True,0.6728776115620123
resnext50d_32x4d,25048136,25.435111424,6.125780992,0.390347264,5.416594944,0.062460156503,6.870617215293,38.5204803943634,0,0.667220744680851,3.37360937595367,0.966219190140845,0.668550531914894,0.659574468085106,0.656582446808511,0.66123670212766,0.662234042553192,0.666223404255319,0.669880319148936,0.673869680851064,0.671210106382979,0,CNN,0,lidc,0.5654579175086925,9,0.673869680851064,6.940017389222223,4.280053377151489,0.7634019128103333,0.020339144060716578,0.6604369584109228,0.022975312879075265,0.6587350372654803,0.020271505589318402,0.6539412232284569,0.5550704908064946,True,0.6604807418019879
res2net50_14w_8s,25059816,25.435111424,6.21805568,0.39014144,5.29035776,0.059185370102,6.51039071125,36.239814043045,0,0.668882978723404,3.22763588428497,0.953345070422535,0.659574468085106,0.651595744680851,0.650598404255319,0.681183510638298,0.667553191489362,0.652925531914894,0.641622340425532,0.678191489361702,0.647273936170213,0,CNN,0,lidc,0.549834957436854,5,0.681183510638298,11.8370740204,7.247962808609,1.30207814225,0.03500868880459635,0.6581427943615085,0.03967219651590495,0.6551906580949692,0.03480469825251184,0.6475821297669618,0.5590991255869554,True,0.6582725337337774
resnetv2_50,25549352,25.435111424,4.198498304,0.38036224,3.583028736,0.042568515149,4.746389439138,26.2536475658417,0,0.675864361702128,2.47150726318359,0.977332746478873,0.696808510638298,0.67686170212766,0.67719414893617,0.665226063829787,0.662566489361702,0.687167553191489,0.673869680851064,0.66688829787234,0.671210106382979,0,CNN,0,lidc,0.5953293264380922,2,0.696808510638298,21.2842575745,13.12682378292085,2.373194719569,0.06330852119129762,0.6553211008387438,0.07287267553384486,0.6494792220256488,0.06359217346122975,0.6367603463138708,0.6202066107224194,True,0.6551463314840744
resnetblur50,25557032,25.435111424,5.4525952,0.394184192,4.718007808,0.052161997572,5.868224726882,32.2173433303833,0,0.65126329787234,3.02516849040985,0.956646126760563,0.570811170212766,0.637300531914894,0.665226063829787,0.643284574468085,0.66688829787234,0.662234042553192,0.664228723404255,0.668882978723404,0.63563829787234,0,CNN,0,lidc,0.5497719827286848,9,0.668882978723404,5.795777508,3.5797048144870334,0.6520249696535555,0.016911477321382984,0.6577592972844492,0.019523057594581037,0.6560744004177186,0.01684205437874198,0.6523005411024839,0.5656950339840666,True,0.6578042045399766
resnetaa50,25557032,25.435111424,4.773117952,0.395197952,4.067626496,0.049675181717,5.563620352249,30.9748156070709,0,0.681848404255319,2.88027493953705,0.969520246478873,0.634640957446808,0.689494680851064,0.665226063829787,0.654920212765957,0.681183510638298,0.678856382978723,0.685505319148936,0.655917553191489,0.681848404255319,0,CNN,0,lidc,0.5935624012556361,3,0.689494680851064,16.558393905666666,10.3249385356903,1.8545401174163327,0.049151799355153986,0.6571924875645755,0.05679638505253409,0.6524385308308835,0.049871964317865294,0.6419353604558242,0.5993013864121953,True,0.6567416830670875
ecaresnet50t,25573814,25.435111424,5.635047424,0.396911104,5.130597376,0.055840237015,6.226186427121,34.318372964859,0,0.685505319148936,3.05675668716431,0.985035211267606,0.637300531914894,0.644281914893617,0.640957446808511,0.645279255319149,0.67719414893617,0.651928191489362,0.654255319148936,0.684175531914894,0.653590425531915,0,Other,1,lidc,0.559964937409847,1,0.685505319148936,55.840237015,34.318372964859,6.226186427121,0.16682386208885353,0.5874968291458671,0.19230054459275037,0.5749433917964715,0.16736247852117894,0.549636887675476,0.5755818314025097,False,0.5872257604316166
ecaresnet50d,25576350,25.435111424,5.668601856,0.396950016,5.164180992,0.056079229442,6.168715238635,34.4230709075928,0,0.633976063829787,3.06503863334656,0.958736795774648,0.672539893617021,0.648271276595745,0.681848404255319,0.664228723404255,0.62001329787234,0.66688829787234,0.653922872340426,0.650598404255319,0.679853723404255,0,Other,1,lidc,0.5821091855230642,4,0.681848404255319,14.0198073605,8.6057677268982,1.54217880965875,0.04154724998698033,0.6546495171139306,0.04711439033429407,0.6511689749938754,0.04145356707154375,0.6422330196108869,0.571754777701045,False,0.6547084054573877
gcresnet50t,25897080,25.435111424,4.882169856,0.402821632,4.172265472,0.048322478396,5.460440058708,30.0959105491638,0,0.663563829787234,2.74957740306854,0.985585387323944,0.693151595744681,0.687832446808511,0.665226063829787,0.665226063829787,0.662566489361702,0.669547872340426,0.665558510638298,0.666223404255319,0.668882978723404,0,Other,0,lidc,0.5843360410074697,2,0.693151595744681,24.161239198,15.0479552745819,2.730220029354,0.07192676145924869,0.6466408160209297,0.08393908189650187,0.6394746783480821,0.07299952727186369,0.6254958893478968,0.5998097802433944,False,0.645994316052535
dla102x,26309272,25.435111424,9.086959616,0.409042432,7.961441792,0.093194774408,9.971840861684,57.5663168430328,0,0.63031914893617,4.72932281494141,0.938490316901408,0.670877659574468,0.622340425531915,0.567154255319149,0.665226063829787,0.66688829787234,0.651595744680851,0.65126329787234,0.651595744680851,0.649933510638298,0,CNN,0,lidc,0.5081388265255284,2,0.670877659574468,46.597387204,28.7831584215164,4.985920430842,0.13913612860417554,0.5889354597123687,0.1538570865620735,0.581421795981124,0.1402577634857869,0.55570229880452,0.4958087696651312,True,0.588356142845793
xception41p,26907752,25.435111424,7.000293376,0.417610752,5.951378944,0.062432970805,7.023709215517,38.5128238201141,0,0.653922872340426,3.31426911354065,0.954225352112676,0.648603723404255,0.654587765957447,0.651928191489362,0.679853723404255,0.656582446808511,0.664893617021277,0.636968085106383,0.671210106382979,0.655585106382979,0,CNN,0,lidc,0.5523325833709332,5,0.679853723404255,12.486594161,7.70256476402282,1.4047418431034,0.03695438097893643,0.6556254892934049,0.04285437492511115,0.6519162595957622,0.03703078296152163,0.6443089185244198,0.5416742410518246,True,0.6555771868822918
xception41,26969560,25.435111424,8.969519104,0.419380736,7.85225216,0.070831617558,7.968556975331,43.5623164176941,0,0.67686170212766,3.74546401500702,0.97931338028169,0.654920212765957,0.66688829787234,0.667885638297872,0.648603723404255,0.664893617021277,0.657247340425532,0.652260638297872,0.664228723404255,0.690492021276596,0,CNN,0,lidc,0.5696721988690409,10,0.690492021276596,7.083161755800001,4.35623164176941,0.7968556975331,0.020767945042305797,0.6764436761853632,0.024012251062348392,0.6743005472446779,0.020644533615276826,0.6697147882062122,0.5123933264158222,True,0.6765254685005456
gluon_seresnext50_32x4d,27559896,25.435111424,6.601834496,0.426520064,6.040997376,0.065261934943,7.407229616032,41.2863411903381,0,0.663896276595745,3.56502380371094,0.950484154929578,0.675199468085106,0.643284574468085,0.669880319148936,0.66655585106383,0.692154255319149,0.681848404255319,0.675531914893617,0.671210106382979,0.681183510638298,0,CNN,0,lidc,0.5698327132166463,6,0.692154255319149,10.876989157166667,6.88105686505635,1.2345382693386666,0.032132673900162674,0.6706058947864493,0.03757872118282808,0.6670860159218579,0.033008041417096616,0.6596718376687698,0.5598217282128033,True,0.6700376256216176
cspdarknet53,27642184,25.435111424,6.85768704,0.451259904,5.607082496,0.055221403039,6.240018543431,34.1044976711273,0,0.645279255319149,3.10395047664642,0.974801936619718,0.662566489361702,0.68251329787234,0.66655585106383,0.675531914893617,0.689827127659574,0.671542553191489,0.670545212765957,0.676196808510638,0.678191489361702,0,Other,1,lidc,0.581965823393896,6,0.689827127659574,9.203567173166666,5.684082945187883,1.0400030905718334,0.02711979769338374,0.6716131158300402,0.03154888161385658,0.6687294610608666,0.027146726241544454,0.6629101477519924,0.552569217130387,False,0.671595508252006
legacy_seresnet50,28088024,25.435111424,5.509218304,0.434925056,4.771505664,0.051335390707,5.826566845297,31.5109322071075,0,0.673204787234043,2.82749664783478,0.973481514084507,0.66123670212766,0.656582446808511,0.685505319148936,0.654587765957447,0.670545212765957,0.659574468085106,0.674534574468085,0.659242021276596,0.667220744680851,0,CNN,0,lidc,0.5783260869312093,4,0.685505319148936,12.83384767675,7.877733051776875,1.45664171132425,0.03799460807256083,0.6604131792378404,0.04446307048858855,0.656323175531964,0.037888543123414845,0.6488878335635312,0.5784520865458068,True,0.6604806688452123
repvgg_a2,28210600,25.435111424,2.399141888,0.452471296,2.062450688,0.045631666064,5.133562432255,28.1364321708679,0,0.680186170212766,2.56058232784271,0.963578345070422,0.677859042553192,0.674867021276596,0.672207446808511,0.656914893617021,0.655917553191489,0.673869680851064,0.66688829787234,0.659906914893617,0.658577127659574,0,CNN,1,lidc,0.5794110534068029,1,0.680186170212766,45.631666064,28.1364321708679,5.133562432255,0.13624322975894954,0.5986272590218781,0.15843341865689375,0.5871603488454129,0.13709088881589387,0.5655987655667258,0.6546525913518071,True,0.5981810046170326
convnext_tiny_hnf,28589128,25.435111424,5.31628032,0.47002624,5.034674176,0.166221054027,14.959894862456,105.232475757599,0,0.523271276595745,3.05735569000244,0.506051936619718,0.523936170212766,0.522606382978723,0.522273936170213,0.476728723404255,0.477061170212766,0.477061170212766,0.521941489361702,0.476728723404255,0.523271276595745,0,CNN,0,lidc,0.3493820627059202,2,0.523936170212766,83.11052701349999,52.6162378787995,7.479947431228,0.2485143078894281,0.41964771000379053,0.2311622957707165,0.42556222848327085,0.2569630550417336,0.3798804565499336,0.4455212676859474,True,0.4168270245583075
densenet161,28681000,25.435111424,11.588861952,0.449344,10.627181056,0.105867936239,7.622491409233,64.929224729538,0,0.66655585106383,5.98607814311981,0.934639084507042,0.68218085106383,0.69248670212766,0.689494680851064,0.664228723404255,0.669215425531915,0.665558510638298,0.663231382978723,0.698803191489362,0.676196808510638,0,CNN,0,lidc,0.5134397184521613,9,0.698803191489362,11.763104026555556,7.214358303282001,0.8469434899147777,0.03478710547074289,0.6753110739348304,0.02556477927004839,0.681383765915537,0.03464014446084551,0.6644858268263008,0.4751824260392132,True,0.6754069955921831
ecaresnetlight,30162046,25.435111424,4.007657472,0.471033344,3.742012928,0.044995365207,3.23966629487,27.6282930374145,0,0.664228723404255,2.46088962554932,0.925836267605634,0.66655585106383,0.664561170212766,0.660904255319149,0.664893617021277,0.647273936170213,0.634973404255319,0.650265957446808,0.662566489361702,0.65093085106383,0,Other,0,lidc,0.5736454692724492,2,0.66655585106383,22.497682603500003,13.81414651870725,1.619833147435,0.06694343785591828,0.6247340087711779,0.04952137503286491,0.6351045980773449,0.06695784009347312,0.6063669290429575,0.5980506853880404,False,0.6247255758535266
selecsls60,30670768,25.435111424,3.137339392,0.493125632,2.825622528,0.033833804526,2.469867730382,21.0817956924438,0,0.667885638297872,1.93734750747681,0.96137764084507,0.680186170212766,0.659242021276596,0.662898936170213,0.667885638297872,0.669547872340426,0.640957446808511,0.669547872340426,0.665226063829787,0.664228723404255,0,CNN,0,lidc,0.6031280022519345,2,0.680186170212766,16.916902263,10.5408978462219,1.234933865191,0.05022574127272812,0.6476571116876974,0.037590983127114154,0.6555436402914818,0.05092946904968079,0.6323516075989374,0.6335134562122936,True,0.6472234248296745
gernet_l,31078280,25.435111424,2.701131776,0.486372864,2.359686144,0.034394107324,2.579558049315,21.336925983429,0,0.699468085106383,1.82638413906097,0.973591549295775,0.679188829787234,0.693151595744681,0.671542553191489,0.690492021276596,0.681183510638298,0.673537234042553,0.669215425531915,0.672872340425532,0.669215425531915,0,CNN,1,lidc,0.6067317234798135,1,0.699468085106383,34.394107324000004,21.336925983429,2.579558049315,0.10258017801908033,0.6343920370154511,0.07926914212243338,0.6480942128400393,0.10379521867541505,0.6063679477525398,0.66414471786076,True,0.6336937081008235
selecsls42b,32458248,25.435111424,2.738880512,0.524235776,2.47131392,0.029929671494,2.214795690531,18.927453994751,0,0.687167553191489,1.70785956382751,0.969850352112676,0.675864361702128,0.652593085106383,0.658244680851064,0.657247340425532,0.649601063829787,0.66655585106383,0.651928191489362,0.667885638297872,0.65126329787234,0,CNN,0,lidc,0.5976995579745572,1,0.687167553191489,29.929671494,18.927453994751,2.214795690531,0.08920658524757628,0.6308881735555207,0.06796291710848164,0.6434376532960534,0.09199657001825959,0.604819365461969,0.6513688887641852,True,0.6292762926718705
selecsls60b,32774064,25.435111424,3.133145088,0.530284544,2.86240512,0.034064079129,2.520741855557,21.2371094226837,0,0.667885638297872,1.94012756347656,0.969080105633803,0.664561170212766,0.671210106382979,0.634308510638298,0.674534574468085,0.678191489361702,0.673869680851064,0.659242021276596,0.669880319148936,0.674202127659574,0,CNN,0,lidc,0.6118009471636356,6,0.678191489361702,5.6773465215,3.5395182371139504,0.4201236425928333,0.016556707347014577,0.6671457523817141,0.012335011674702665,0.6699279206394056,0.01664526964358565,0.6615653415625098,0.6317715562427159,True,0.6670876357881069
dla102,33268888,25.435111424,7.180648448,0.522272256,6.294038016,0.073398790827,5.211314148718,45.1125774383545,0,0.540890957446808,4.17833933830261,0.90580985915493,0.603723404255319,0.629654255319149,0.644946808510638,0.665558510638298,0.654587765957447,0.657912234042553,0.628656914893617,0.609042553191489,0.638962765957447,0,CNN,0,lidc,0.5238373149014207,5,0.665558510638298,14.6797581654,9.0225154876709,1.0422628297436,0.04352418809294453,0.6377988342125694,0.03161892480480974,0.645159268248425,0.04349428820510263,0.6251191787478201,0.5267297184901893,True,0.6378171094574119
resnetrs50,35691912,25.435111424,5.838471168,0.561133568,5.337667072,0.057539033221,3.88388474245,35.4517357349396,0,0.651928191489362,3.13588531017303,0.966879401408451,0.655917553191489,0.669547872340426,0.651928191489362,0.676196808510638,0.652593085106383,0.649601063829787,0.67686170212766,0.646609042553192,0.623005319148936,0,CNN,0,lidc,0.5314450726756283,8,0.67686170212766,7.192379152625,4.43146696686745,0.48548559280625,0.02109511493438627,0.6628782100981394,0.014360979811675948,0.6672789229859025,0.021012944276039756,0.6561491630893508,0.5638015310281509,True,0.6629315582356264
resnet51q,35696920,25.435111424,7.201619968,0.568139264,6.158062592,0.06327537975,3.986348924222,38.811187505722,0,0.682845744680851,4.04564568996429,0.98943661971831,0.652260638297872,0.683510638297872,0.680851063829787,0.63530585106383,0.662234042553192,0.681848404255319,0.688497340425532,0.687167553191489,0.671210106382979,0,CNN,0,lidc,0.5642975047490323,8,0.688497340425532,7.90942246875,4.85139843821525,0.49829361552775,0.023243078456438863,0.6728580480252352,0.014757979072662845,0.678484283567512,0.023069255332485567,0.6654742201540231,0.5444593424207825,True,0.672972369013062
darknetaa53,36022984,25.435111424,5.370806272,0.583105536,4.533753856,0.053664566062,3.005215699482,33.0173852443695,0,0.66688829787234,2.92606222629547,0.966659330985916,0.675199468085106,0.647606382978723,0.641622340425532,0.664893617021277,0.660571808510638,0.644614361702128,0.656914893617021,0.634640957446808,0.66655585106383,0,CNN,0,lidc,0.5742783044957476,2,0.675199468085106,26.832283031,16.50869262218475,1.502607849741,0.07992809776636708,0.6252263178276704,0.045887843334379855,0.6455754050381849,0.08015243331340988,0.6035559688315022,0.5728982282691025,True,0.6250964653330505
resnet61q,36846968,25.435111424,7.595884544,0.587007488,6.5531648,0.064451452821,3.093669735397,39.5679512023926,0,0.655585106382979,3.43212931156158,0.966329225352113,0.679521276595745,0.686835106382979,0.690824468085106,0.665226063829787,0.664228723404255,0.6875,0.658244680851064,0.649268617021277,0.684175531914894,0,CNN,0,lidc,0.5734998881860274,4,0.690824468085106,16.112863205249997,9.89198780059815,0.77341743384925,0.04781717469451115,0.659298668478606,0.023285755367920487,0.6751041578182835,0.04775190082129309,0.6450493667046179,0.5384156616617857,True,0.6593397421122261
dpn92,37668392,25.435111424,8.663334912,0.575504384,7.145978368,0.120794178341,6.704076897929,73.8971698284149,0,0.653257978723404,6.49877638816834,0.93474911971831,0.64561170212766,0.689827127659574,0.662898936170213,0.678856382978723,0.680518617021277,0.686170212765957,0.677859042553192,0.677526595744681,0.674867021276596,0,CNN,0,lidc,0.4956112437183592,3,0.689827127659574,40.26472611366666,24.632389942804966,2.2346922993096667,0.12016611003811929,0.6158257435909208,0.06857963517285676,0.6455551883580352,0.11993237304023038,0.5859331609763082,0.5174213081506837,True,0.6159542703341373
xception65p,39819560,25.435111424,9.061793792,0.623845376,7.823657472,0.086206685026,4.913781046457,53.174834728241,0,0.658244680851064,4.59268431663513,0.977442781690141,0.675199468085106,0.658577127659574,0.672539893617021,0.691489361702128,0.659242021276596,0.672207446808511,0.652593085106383,0.636303191489362,0.668882978723404,0,CNN,0,lidc,0.5316514363693582,5,0.691489361702128,17.241337005200002,10.6349669456482,0.9827562092914,0.051197612812230286,0.6578110083909077,0.029774449286844345,0.6714959398934487,0.05139010451622336,0.642454527484806,0.5114885246511516,True,0.6576905743470959
gluon_xception65,39916312,25.435111424,11.3246208,0.627534848,10.09725184,0.096816478232,5.663763976576,59.4180290699005,0,0.636968085106383,5.10252153873444,0.961157570422535,0.654920212765957,0.664561170212766,0.634308510638298,0.667220744680851,0.644281914893617,0.654920212765957,0.652593085106383,0.66655585106383,0.639960106382979,0,CNN,0,lidc,0.4961348844191222,5,0.667220744680851,19.3632956464,11.8836058139801,1.1327527953152,0.05755411827585184,0.6309093153252829,0.034423764415091734,0.6450168370388577,0.057504411458301326,0.6147613359881771,0.4575678636099075,True,0.6309389705152642
dla102x2,41282200,25.435111424,13.93557504,0.655232512,11.650971136,0.144118144512,8.502970526198,88.7728087902069,0,0.600066489361702,7.04956738948822,0.86949823943662,0.600398936170213,0.617686170212766,0.578789893617021,0.646609042553192,0.615691489361702,0.624002659574468,0.617021276595745,0.564494680851064,0.652260638297872,0,CNN,0,lidc,0.4556408186943826,10,0.652260638297872,14.4118144512,8.87728087902069,0.8502970526198,0.04272154017597468,0.6255367451101023,0.025668726767996856,0.6359369465745749,0.04278310661495537,0.613232816796253,0.4126107327500494,True,0.6254998131061182
xception71,42338736,25.435111424,15.334375424,0.667012096,13.54886144,0.125553620036,6.654341861893,76.9959774017334,0,0.681183510638298,6.69406912326813,0.973481514084507,0.676529255319149,0.679188829787234,0.679188829787234,0.634308510638298,0.646276595744681,0.658244680851064,0.669215425531915,0.662566489361702,0.672207446808511,0,CNN,0,lidc,0.4885451678638369,1,0.681183510638298,125.553620036,76.9959774017334,6.654341861893,0.3756561604459648,0.4951698907214355,0.2055717102432202,0.5650294419241734,0.3763452194062537,0.4380292251116701,0.4137139548669402,True,0.49492198689232636
twins_pcpvt_base,43828456,25.435111424,8.348762112,0.738930688,7.915367424,0.09803614941,5.637078591077,61.1033272743225,0,0.477393617021277,6.36939990520477,0.5,0.477393617021277,0.477393617021277,0.476396276595745,0.523603723404255,0.522938829787234,0.521941489361702,0.523271276595745,0.521609042553192,0.522606382978723,0,Other,0,lidc,0.404011493849417,5,0.523603723404255,19.607229882,12.2206654548645,1.1274157182154,0.05828484378164156,0.4947663443173069,0.034258335627953974,0.5062600951495807,0.059154917584950256,0.481357477943273,0.3971424326702077,False,0.4943599040243884
gluon_resnext101_32x4d,44177704,25.435111424,8.130658304,0.693871616,7.59870976,0.09535240445,5.435087053639,58.4414200782776,0,0.682845744680851,5.25496709346771,0.964568661971831,0.665890957446808,0.667220744680851,0.654920212765957,0.663231382978723,0.674867021276596,0.66123670212766,0.664893617021277,0.662898936170213,0.655917553191489,0,CNN,0,lidc,0.5102401252208515,1,0.682845744680851,95.35240445,58.4414200782776,5.435087053639,0.2851858806992035,0.5313206088984963,0.16777951793089493,0.5847385865190858,0.28548767722390217,0.4804573368517516,0.521979584832456,True,0.531195869691651
ecaresnet101d,44568563,25.435111424,8.16840704,0.707647488,7.683957248,0.090536525253,5.341654989936,55.3768138885498,0,0.655917553191489,4.99872651100159,0.962257922535211,0.667885638297872,0.663896276595745,0.672207446808511,0.671875,0.658909574468085,0.646276595744681,0.66688829787234,0.657579787234043,0.655252659574468,0,Other,1,lidc,0.5155054635495704,4,0.672207446808511,22.63413131325,13.84420347213745,1.335413747484,0.06735218143469955,0.629789734354552,0.04070547159123984,0.6459151653932452,0.06710502231218901,0.611387583321362,0.5131520456726926,False,0.6299356040439027
res2net101_26w_4s,45206688,25.435111424,8.183087104,0.720109568,7.483307008,0.090710722222,5.26122188885,55.6799545288086,0,0.687167553191489,5.15621781349182,0.933208626760563,0.686170212765957,0.680518617021277,0.674867021276596,0.697473404255319,0.659906914893617,0.665226063829787,0.672872340425532,0.648936170212766,0.65126329787234,0,CNN,0,lidc,0.5121567600120343,5,0.697473404255319,18.1421444444,11.13599090576172,1.05224437777,0.0538960572106129,0.661804738221859,0.03192831426141447,0.6758932714764436,0.05384350746175396,0.6458451688546663,0.5321595756672618,True,0.6618377390161334
cs3edgenet_x,47821120,25.435111424,6.19708416,0.77182976,5.763951104,0.070655006853,4.027335390634,45.1288723945618,0,0.678856382978723,3.81980204582214,0.957416373239437,0.674202127659574,0.669215425531915,0.667220744680851,0.668550531914894,0.652925531914894,0.67686170212766,0.647273936170213,0.684507978723404,0.648936170212766,0,Other,1,lidc,0.5356213249551504,9,0.684507978723404,7.850556317000001,5.014319154951312,0.4474817100704444,0.023066739951080606,0.6690746087162747,0.013183006154944289,0.675601519730507,0.023867041861971396,0.6608674209525328,0.5622823226520001,False,0.6685516290070047
